image_id,coco_image_id,source,path,width,height,bbox_count,boxes
d9561df3-3a58-40f5-acb8-d35b230bb298,3517,arvalis_1,data/raw/gwhd2020\arvalis_1\d9561df3-3a58-40f5-acb8-d35b230bb298.png,1024,1024,35,"[[889, 552, 82, 90], [458, 231, 116, 63], [571, 433, 100, 65], [0, 155, 122, 96], [621, 944, 58, 44], [964, 329, 58, 80], [887, 696, 73, 87], [164, 305, 86, 58], [119, 315, 68, 64], [0, 617, 171, 126], [167, 565, 82, 63], [668, 107, 121, 145], [431, 18, 95, 128], [290, 286, 66, 50], [201, 23, 74, 103], [325, 40, 46, 93], [873, 19, 57, 61], [721, 979, 57, 43], [137, 253, 60, 52], [413, 328, 69, 83], [895, 93, 81, 92], [510, 18, 61, 118], [371, 47, 82, 113], [553, 375, 86, 57], [915, 441, 74, 96], [517, 925, 84, 97], [240, 994, 94, 30], [297, 151, 69, 104], [827, 217, 129, 107], [368, 877, 115, 99], [867, 944, 72, 80], [517, 824, 121, 62], [0, 0, 49, 126], [723, 392, 62, 47], [27, 896, 83, 89]]"
325ebc73-aea9-4102-9c04-502781e0ea92,920,ethz_1,data/raw/gwhd2020\ethz_1\325ebc73-aea9-4102-9c04-502781e0ea92.png,1024,1024,62,"[[737, 65, 49, 66], [417, 621, 70, 50], [293, 506, 68, 55], [649, 770, 64, 47], [289, 746, 61, 41], [80, 423, 48, 58], [274, 215, 79, 43], [223, 375, 106, 38], [330, 241, 50, 44], [161, 585, 62, 37], [554, 25, 61, 59], [38, 281, 63, 80], [768, 451, 62, 32], [963, 509, 44, 54], [457, 73, 67, 68], [415, 666, 65, 28], [684, 294, 32, 66], [240, 1, 82, 38], [735, 928, 84, 72], [506, 315, 61, 55], [572, 974, 54, 49], [921, 637, 43, 46], [730, 344, 48, 58], [70, 900, 127, 47], [471, 957, 42, 46], [238, 523, 54, 37], [759, 2, 62, 73], [501, 415, 62, 35], [450, 743, 84, 78], [0, 794, 79, 58], [231, 347, 69, 36], [599, 490, 71, 51], [638, 192, 29, 72], [449, 539, 49, 63], [804, 248, 52, 25], [267, 660, 48, 63], [70, 572, 82, 39], [869, 133, 63, 85], [902, 308, 63, 61], [932, 958, 56, 37], [472, 903, 30, 67], [540, 372, 88, 77], [651, 827, 73, 36], [204, 817, 60, 58], [539, 972, 38, 47], [804, 0, 79, 57], [344, 741, 82, 79], [643, 651, 58, 42], [869, 349, 61, 52], [798, 315, 60, 61], [963, 66, 43, 62], [318, 305, 30, 93], [888, 272, 73, 79], [989, 495, 35, 96], [942, 292, 72, 73], [730, 449, 60, 57], [397, 707, 61, 35], [498, 370, 61, 58], [836, 987, 96, 35], [578, 722, 82, 45], [30, 315, 68, 70], [6, 977, 75, 29]]"
cd4036a0-9685-496d-869c-02ae68aec5f6,4136,ethz_1,data/raw/gwhd2020\ethz_1\cd4036a0-9685-496d-869c-02ae68aec5f6.png,1024,1024,60,"[[481, 1, 43, 52], [20, 406, 56, 37], [80, 15, 51, 63], [307, 457, 56, 30], [738, 84, 60, 57], [759, 565, 48, 73], [864, 101, 52, 59], [333, 53, 41, 35], [21, 649, 71, 75], [254, 207, 32, 34], [410, 703, 45, 43], [872, 491, 49, 102], [178, 559, 58, 105], [260, 619, 48, 78], [700, 864, 60, 109], [106, 655, 31, 67], [101, 135, 76, 30], [581, 197, 32, 45], [342, 204, 36, 101], [445, 286, 39, 97], [667, 98, 38, 64], [350, 1, 69, 71], [796, 0, 34, 29], [415, 52, 29, 39], [705, 211, 37, 105], [496, 969, 36, 55], [411, 918, 35, 51], [19, 689, 94, 53], [339, 124, 46, 40], [865, 714, 56, 35], [217, 942, 71, 60], [21, 4, 45, 76], [326, 256, 62, 64], [806, 554, 33, 93], [533, 724, 56, 31], [859, 689, 38, 62], [333, 588, 43, 46], [243, 288, 60, 72], [862, 126, 32, 41], [632, 337, 79, 60], [832, 1, 38, 72], [888, 757, 71, 47], [229, 434, 41, 46], [454, 353, 40, 56], [895, 101, 73, 51], [249, 981, 41, 40], [301, 667, 44, 49], [389, 72, 72, 80], [887, 348, 67, 42], [183, 729, 50, 62], [471, 83, 39, 55], [742, 353, 45, 37], [187, 393, 36, 71], [618, 462, 59, 47], [0, 924, 46, 44], [0, 752, 53, 24], [196, 668, 53, 37], [591, 613, 50, 39], [226, 655, 75, 56], [927, 959, 37, 54]]"
87b6976a-76ef-4858-a2dd-acfd19b8fe84,2149,ethz_1,data/raw/gwhd2020\ethz_1\87b6976a-76ef-4858-a2dd-acfd19b8fe84.png,1024,1024,63,"[[222, 850, 77, 78], [155, 730, 98, 65], [554, 163, 69, 48], [860, 576, 85, 79], [649, 678, 65, 44], [0, 689, 65, 51], [111, 655, 103, 46], [124, 977, 49, 33], [274, 13, 75, 55], [383, 823, 85, 55], [367, 741, 48, 68], [317, 842, 153, 47], [815, 195, 83, 91], [682, 618, 92, 74], [682, 21, 156, 116], [813, 172, 64, 65], [644, 955, 101, 49], [208, 566, 73, 96], [0, 914, 71, 47], [905, 823, 88, 39], [49, 256, 128, 83], [559, 574, 83, 71], [201, 796, 70, 62], [660, 397, 89, 110], [581, 729, 75, 41], [32, 629, 82, 31], [0, 805, 42, 25], [535, 904, 110, 45], [775, 248, 116, 74], [522, 352, 82, 38], [281, 0, 64, 40], [218, 831, 93, 46], [757, 537, 74, 56], [268, 428, 100, 41], [721, 332, 75, 50], [147, 434, 83, 46], [775, 476, 75, 52], [178, 199, 39, 98], [625, 531, 50, 53], [62, 79, 79, 87], [50, 672, 84, 39], [704, 525, 59, 90], [294, 126, 103, 77], [897, 1, 28, 105], [744, 619, 71, 56], [0, 833, 95, 39], [360, 888, 138, 37], [278, 202, 100, 53], [965, 576, 50, 61], [236, 181, 83, 85], [0, 238, 60, 69], [555, 393, 82, 79], [179, 971, 106, 27], [446, 225, 93, 52], [875, 99, 116, 55], [873, 410, 85, 54], [698, 294, 108, 71], [828, 1, 41, 29], [472, 660, 95, 39], [619, 304, 59, 44], [910, 884, 71, 66], [806, 834, 175, 71], [0, 509, 70, 74]]"
19893584-95de-4b80-9153-75cb8268a377,1648,arvalis_2,data/raw/gwhd2020\arvalis_2\19893584-95de-4b80-9153-75cb8268a377.png,1024,1024,21,"[[415, 404, 62, 53], [895, 0, 102, 74], [113, 397, 72, 52], [754, 509, 72, 57], [165, 663, 79, 66], [338, 981, 56, 42], [331, 460, 42, 43], [763, 713, 74, 109], [945, 826, 42, 84], [479, 773, 58, 69], [869, 429, 55, 67], [912, 339, 96, 63], [762, 315, 33, 56], [733, 112, 45, 38], [197, 389, 49, 44], [283, 671, 84, 72], [282, 509, 41, 46], [94, 292, 113, 67], [253, 771, 60, 100], [355, 882, 59, 58], [140, 77, 59, 49]]"
a6cb39a7-de23-4a85-951a-8161bc99b048,3736,arvalis_1,data/raw/gwhd2020\arvalis_1\a6cb39a7-de23-4a85-951a-8161bc99b048.png,1024,1024,35,"[[312, 834, 72, 75], [878, 631, 73, 134], [0, 233, 43, 130], [286, 208, 105, 74], [364, 696, 63, 72], [0, 503, 22, 93], [412, 400, 69, 66], [265, 651, 68, 66], [482, 29, 86, 63], [244, 268, 72, 93], [120, 188, 73, 135], [223, 353, 63, 81], [396, 312, 113, 71], [986, 60, 38, 114], [748, 147, 51, 67], [683, 799, 40, 71], [339, 17, 57, 99], [466, 614, 56, 176], [79, 691, 83, 121], [790, 630, 80, 64], [586, 392, 71, 67], [123, 0, 66, 96], [10, 907, 69, 81], [717, 295, 95, 86], [872, 419, 72, 83], [988, 594, 36, 126], [316, 523, 75, 65], [758, 1, 64, 71], [385, 175, 59, 149], [900, 0, 67, 23], [378, 854, 123, 95], [650, 173, 164, 123], [13, 635, 60, 67], [218, 467, 43, 43], [73, 566, 83, 74]]"
729ddf47-2583-41e0-812b-8e55207bc446,2419,ethz_1,data/raw/gwhd2020\ethz_1\729ddf47-2583-41e0-812b-8e55207bc446.png,1024,1024,73,"[[57, 402, 69, 64], [63, 99, 45, 44], [55, 865, 69, 41], [257, 761, 52, 59], [308, 77, 33, 64], [506, 469, 37, 45], [96, 141, 67, 52], [795, 423, 74, 50], [113, 498, 60, 46], [126, 944, 57, 29], [880, 94, 62, 17], [408, 401, 87, 23], [935, 473, 82, 41], [174, 192, 67, 40], [27, 456, 48, 39], [916, 106, 54, 46], [378, 479, 44, 64], [983, 802, 39, 41], [917, 749, 78, 63], [724, 566, 41, 62], [0, 83, 35, 48], [935, 499, 84, 77], [398, 9, 97, 113], [450, 62, 68, 37], [916, 528, 49, 63], [364, 888, 96, 33], [555, 558, 58, 33], [701, 40, 60, 63], [186, 78, 61, 59], [786, 610, 71, 61], [645, 785, 54, 31], [616, 123, 53, 85], [868, 597, 46, 66], [812, 827, 60, 34], [417, 482, 67, 64], [21, 774, 60, 37], [820, 378, 97, 115], [800, 765, 34, 76], [745, 915, 52, 38], [557, 450, 38, 83], [871, 27, 30, 45], [110, 425, 78, 44], [114, 151, 84, 33], [124, 345, 50, 67], [235, 441, 108, 47], [442, 410, 48, 54], [554, 808, 67, 78], [243, 400, 43, 30], [243, 240, 38, 34], [730, 86, 41, 75], [686, 481, 38, 59], [847, 630, 33, 51], [288, 25, 78, 49], [792, 555, 31, 41], [800, 546, 62, 58], [103, 391, 59, 44], [309, 553, 74, 42], [294, 740, 69, 73], [577, 905, 74, 34], [548, 385, 114, 50], [228, 595, 39, 24], [410, 663, 52, 55], [787, 667, 67, 29], [651, 4, 58, 77], [292, 481, 54, 91], [405, 828, 27, 62], [765, 473, 40, 81], [241, 0, 32, 43], [899, 828, 54, 49], [679, 317, 23, 43], [645, 130, 43, 51], [91, 169, 67, 30], [177, 454, 27, 68]]"
4d8ea953-e99a-4bfb-b0a5-763928b7a4f7,3752,arvalis_1,data/raw/gwhd2020\arvalis_1\4d8ea953-e99a-4bfb-b0a5-763928b7a4f7.png,1024,1024,36,"[[607, 597, 105, 163], [694, 457, 50, 45], [11, 239, 49, 113], [67, 583, 57, 108], [0, 523, 76, 112], [777, 967, 133, 57], [947, 554, 77, 150], [809, 540, 91, 94], [133, 958, 110, 66], [981, 904, 43, 120], [422, 353, 114, 116], [723, 739, 109, 176], [827, 693, 100, 189], [422, 931, 146, 92], [940, 375, 84, 73], [890, 49, 69, 70], [260, 19, 85, 69], [723, 105, 86, 87], [739, 0, 74, 55], [820, 174, 97, 67], [1, 473, 48, 65], [534, 320, 91, 86], [606, 217, 148, 124], [139, 239, 94, 58], [170, 671, 144, 77], [580, 44, 89, 65], [804, 611, 69, 70], [0, 0, 68, 83], [24, 109, 69, 102], [59, 853, 120, 71], [570, 828, 95, 188], [325, 175, 121, 77], [382, 56, 91, 50], [173, 861, 151, 76], [402, 246, 95, 81], [423, 644, 121, 119]]"
9a8408bb-f194-42ee-9718-667df6fd7aca,2412,ethz_1,data/raw/gwhd2020\ethz_1\9a8408bb-f194-42ee-9718-667df6fd7aca.png,1024,1024,74,"[[641, 928, 43, 31], [827, 354, 44, 78], [706, 113, 51, 35], [849, 223, 56, 48], [864, 498, 63, 53], [540, 515, 46, 36], [211, 61, 92, 48], [796, 490, 52, 73], [539, 469, 56, 37], [544, 430, 60, 54], [666, 167, 64, 88], [748, 425, 39, 70], [518, 64, 67, 80], [232, 952, 90, 32], [51, 798, 55, 42], [357, 487, 48, 33], [844, 879, 56, 53], [475, 747, 58, 46], [80, 579, 81, 46], [935, 305, 72, 89], [971, 515, 53, 43], [651, 820, 79, 46], [915, 535, 45, 88], [691, 145, 93, 53], [940, 368, 52, 43], [0, 908, 110, 53], [136, 491, 89, 57], [458, 363, 59, 58], [718, 855, 53, 46], [796, 45, 66, 81], [618, 120, 37, 53], [546, 207, 93, 62], [159, 87, 97, 33], [182, 876, 81, 45], [251, 185, 99, 60], [0, 538, 82, 44], [790, 881, 34, 89], [988, 619, 34, 86], [881, 85, 92, 42], [253, 664, 80, 43], [539, 740, 71, 98], [356, 617, 58, 40], [357, 559, 81, 39], [103, 775, 63, 36], [114, 176, 67, 67], [838, 593, 68, 37], [406, 144, 74, 67], [419, 543, 67, 41], [187, 534, 84, 43], [13, 293, 63, 46], [596, 694, 97, 41], [178, 314, 50, 76], [438, 873, 68, 47], [326, 998, 75, 24], [17, 98, 81, 63], [985, 778, 37, 56], [157, 114, 34, 73], [521, 282, 71, 47], [824, 555, 81, 32], [184, 737, 65, 56], [344, 0, 41, 98], [753, 963, 63, 61], [0, 415, 57, 45], [133, 939, 47, 27], [394, 507, 67, 56], [128, 719, 61, 75], [786, 155, 49, 49], [906, 771, 89, 101], [909, 692, 46, 87], [146, 16, 32, 86], [431, 712, 109, 38], [687, 939, 109, 77], [97, 567, 64, 31], [285, 511, 96, 52]]"
7c7cc574-f13c-45fa-b4ba-86a09332e02c,4309,inrae_1,data/raw/gwhd2020\inrae_1\7c7cc574-f13c-45fa-b4ba-86a09332e02c.png,1024,1024,12,"[[394, 698, 94, 100], [856, 233, 97, 83], [977, 647, 47, 200], [58, 2, 198, 67], [304, 875, 108, 149], [168, 855, 118, 102], [847, 632, 110, 125], [1, 638, 226, 223], [867, 719, 149, 223], [239, 47, 128, 117], [476, 701, 94, 100], [650, 179, 212, 141]]"
eec309cd-9bb9-4d23-a33c-ea7de31f84a7,314,inrae_1,data/raw/gwhd2020\inrae_1\eec309cd-9bb9-4d23-a33c-ea7de31f84a7.png,1024,1024,15,"[[755, 455, 176, 279], [23, 176, 130, 131], [961, 650, 63, 146], [637, 17, 154, 144], [474, 764, 344, 241], [491, 576, 233, 337], [256, 798, 199, 226], [311, 321, 132, 90], [52, 911, 149, 113], [55, 503, 195, 224], [578, 628, 158, 78], [637, 568, 97, 66], [739, 748, 136, 150], [929, 459, 95, 89], [788, 143, 169, 115]]"
a1048806-4b71-4d07-b64e-ce3986726ad3,3679,arvalis_1,data/raw/gwhd2020\arvalis_1\a1048806-4b71-4d07-b64e-ce3986726ad3.png,1024,1024,26,"[[365, 327, 77, 78], [433, 615, 63, 96], [83, 422, 138, 141], [177, 579, 114, 141], [927, 1, 97, 197], [196, 246, 128, 77], [981, 323, 43, 90], [91, 815, 91, 189], [716, 496, 55, 119], [19, 624, 112, 145], [21, 764, 149, 71], [246, 0, 78, 31], [8, 399, 87, 73], [803, 268, 54, 71], [645, 489, 57, 152], [687, 495, 53, 135], [809, 520, 143, 161], [275, 359, 84, 118], [679, 960, 59, 64], [820, 711, 118, 126], [547, 112, 105, 122], [897, 908, 127, 64], [374, 607, 75, 241], [873, 183, 145, 138], [745, 45, 109, 218], [803, 385, 93, 101]]"
